문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
50754,1.0,0.838,"[(0, 0.04039093), (1, 0.8379555), (2, 0.04043929), (3, 0.04062396), (4, 0.0405904)]"
50755,1.0,0.9729,"[(1, 0.9728944)]"
50756,1.0,0.9837,"[(1, 0.9836868)]"
50757,1.0,0.884,"[(0, 0.010684877), (1, 0.88396835), (2, 0.010838933), (3, 0.08390651), (4, 0.010601301)]"
50758,1.0,0.6195,"[(0, 0.04170146), (1, 0.6195426), (2, 0.04015084), (3, 0.0408055), (4, 0.2577996)]"
50759,1.0,0.9549,"[(0, 0.011184685), (1, 0.95488095), (2, 0.011306908), (3, 0.011339364), (4, 0.011288092)]"
50760,1.0,0.9459,"[(0, 0.013379531), (1, 0.9459381), (2, 0.013669815), (3, 0.013463638), (4, 0.013548919)]"
50761,1.0,0.741,"[(0, 0.23255935), (1, 0.741043)]"
50762,1.0,0.4964,"[(0, 0.15359204), (1, 0.4963813), (2, 0.013449754), (3, 0.013723776), (4, 0.32285315)]"
50763,3.0,0.7217,"[(0, 0.013549579), (1, 0.01376333), (2, 0.013490138), (3, 0.7217381), (4, 0.23745881)]"
50764,1.0,0.9193,"[(0, 0.02017747), (1, 0.9193387), (2, 0.020324202), (3, 0.020153238), (4, 0.020006439)]"
50765,1.0,0.966,"[(1, 0.96597034)]"
50766,1.0,0.987,"[(1, 0.98699677)]"
50767,1.0,0.8915,"[(1, 0.8914986), (3, 0.058126647), (4, 0.04283976)]"
50768,1.0,0.9727,"[(1, 0.97268796)]"
50769,1.0,0.9259,"[(0, 0.018314095), (1, 0.9258862), (2, 0.01845731), (3, 0.018413939), (4, 0.018928396)]"
50770,4.0,0.6976,"[(0, 0.022243671), (1, 0.23533638), (2, 0.02255783), (3, 0.02226544), (4, 0.69759667)]"
50771,1.0,0.8649,"[(0, 0.033667773), (1, 0.8649052), (2, 0.033760298), (3, 0.034206472), (4, 0.033460226)]"
50772,1.0,0.5951,"[(0, 0.10017329), (1, 0.5950636), (2, 0.10058521), (3, 0.101949066), (4, 0.10222885)]"
50773,1.0,0.596,"[(0, 0.10139668), (1, 0.59598756), (2, 0.10003137), (3, 0.10253398), (4, 0.10005041)]"
50774,3.0,0.7403,"[(1, 0.23721197), (3, 0.7403198)]"
50775,3.0,0.8986,"[(0, 0.025148017), (1, 0.025637118), (2, 0.025545925), (3, 0.89860535), (4, 0.025063623)]"
50776,1.0,0.4964,"[(0, 0.15362342), (1, 0.49635208), (2, 0.013449757), (3, 0.013723745), (4, 0.322851)]"
50777,1.0,0.9589,"[(0, 0.010455337), (1, 0.95888364), (2, 0.010112558), (3, 0.010298173), (4, 0.010250314)]"
50778,1.0,0.7284,"[(0, 0.06696325), (1, 0.7284423), (2, 0.066673696), (3, 0.071239226), (4, 0.066681504)]"
50779,1.0,0.9591,"[(0, 0.010187537), (1, 0.95913154), (2, 0.010157693), (3, 0.010320698), (4, 0.010202521)]"
50780,3.0,0.4647,"[(0, 0.18060008), (1, 0.30352563), (2, 0.025075631), (3, 0.46465054), (4, 0.026148155)]"
50781,0.0,0.8957,"[(0, 0.8957462), (1, 0.025828376), (2, 0.026087422), (3, 0.025916608), (4, 0.026421394)]"
50782,1.0,0.885,"[(0, 0.028789181), (1, 0.88495165), (2, 0.028708715), (3, 0.028739376), (4, 0.0288111)]"
50783,1.0,0.47,"[(0, 0.0670091), (1, 0.46995687), (2, 0.06821305), (3, 0.32680732), (4, 0.06801366)]"
50784,1.0,0.5775,"[(0, 0.03344037), (1, 0.5774654), (2, 0.033604644), (3, 0.32212436), (4, 0.033365242)]"
50785,1.0,0.9546,"[(0, 0.011330202), (1, 0.95463455), (2, 0.011240278), (3, 0.01143561), (4, 0.011359381)]"
50786,1.0,0.9167,"[(0, 0.020665906), (1, 0.9166994), (2, 0.02057158), (3, 0.02081488), (4, 0.02124826)]"
50787,1.0,0.7832,"[(1, 0.78321207), (3, 0.19224434)]"
50788,1.0,0.9376,"[(0, 0.01572055), (1, 0.93755955), (2, 0.0155310845), (3, 0.015701817), (4, 0.01548701)]"
50789,1.0,0.9545,"[(0, 0.011273988), (1, 0.95454), (2, 0.011266526), (3, 0.011464824), (4, 0.011454659)]"
50790,1.0,0.6845,"[(0, 0.020456305), (1, 0.6845333), (2, 0.020086981), (3, 0.25488237), (4, 0.020041054)]"
50791,1.0,0.9731,"[(1, 0.97311836)]"
50792,1.0,0.9768,"[(1, 0.97677624)]"
50793,3.0,0.8374,"[(0, 0.04122762), (1, 0.0410164), (2, 0.040126823), (3, 0.8374012), (4, 0.040227924)]"
50794,1.0,0.8076,"[(1, 0.8076452), (3, 0.17454973)]"
50795,1.0,0.9685,"[(1, 0.96852493)]"
50796,1.0,0.5953,"[(0, 0.10245711), (1, 0.5953041), (2, 0.101089), (3, 0.101141386), (4, 0.10000842)]"
50797,1.0,0.9259,"[(0, 0.018527323), (1, 0.92589813), (2, 0.018768005), (3, 0.018453334), (4, 0.018353192)]"
50798,1.0,0.9709,"[(1, 0.9709489)]"
50799,0.0,0.7258,"[(0, 0.7258394), (1, 0.06982496), (2, 0.06978344), (3, 0.06732274), (4, 0.0672295)]"
50800,1.0,0.599,"[(0, 0.100982316), (1, 0.59896636), (2, 0.1000127), (3, 0.10000942), (4, 0.10002927)]"
50801,1.0,0.9323,"[(0, 0.017174112), (1, 0.9323041), (2, 0.016910745), (3, 0.016939575), (4, 0.01667152)]"
50802,1.0,0.9629,"[(1, 0.9629228)]"
50803,1.0,0.9595,"[(0, 0.010104547), (1, 0.9594579), (2, 0.010123761), (3, 0.0102063585), (4, 0.010107482)]"
50804,1.0,0.8989,"[(0, 0.025275415), (1, 0.89891744), (2, 0.025095182), (3, 0.025278863), (4, 0.025433097)]"
50805,1.0,0.576,"[(0, 0.010152405), (1, 0.5760159), (2, 0.010081993), (3, 0.3936047), (4, 0.010145022)]"
50806,3.0,0.514,"[(0, 0.0118118655), (1, 0.4496589), (2, 0.012105316), (3, 0.51400965), (4, 0.012414336)]"
50807,1.0,0.7767,"[(1, 0.7767424), (3, 0.21147798)]"
50808,0.0,0.7301,"[(0, 0.7300885), (1, 0.011951935), (2, 0.011931228), (3, 0.23424497), (4, 0.011783417)]"
50809,1.0,0.9488,"[(0, 0.012868571), (1, 0.9488342), (2, 0.012551621), (3, 0.012849446), (4, 0.012896175)]"
50810,1.0,0.5203,"[(1, 0.52030087), (3, 0.455383)]"
50811,1.0,0.7705,"[(1, 0.77053714), (3, 0.20707339)]"
50812,1.0,0.7282,"[(0, 0.2360025), (1, 0.72820044), (2, 0.012042216), (3, 0.0118750045), (4, 0.011879879)]"
50813,1.0,0.96,"[(1, 0.9599718), (3, 0.03142241)]"
50814,1.0,0.9127,"[(1, 0.9127016), (4, 0.058297165)]"
50815,1.0,0.7451,"[(1, 0.7450549), (3, 0.238029)]"
50816,1.0,0.6871,"[(0, 0.028885411), (1, 0.6870651), (2, 0.028701447), (3, 0.028856955), (4, 0.22649105)]"
50817,1.0,0.5567,"[(0, 0.013605933), (1, 0.5567204), (2, 0.013488547), (3, 0.40268508), (4, 0.013500055)]"
50818,1.0,0.7787,"[(1, 0.7787479), (3, 0.20673904)]"
50819,1.0,0.5826,"[(0, 0.018547365), (1, 0.5825715), (2, 0.018659415), (3, 0.36169836), (4, 0.018523367)]"
50820,1.0,0.7898,"[(0, 0.020373108), (1, 0.78977466), (2, 0.020164995), (3, 0.020493388), (4, 0.14919385)]"
50821,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
50822,1.0,0.9091,"[(0, 0.022988241), (1, 0.9091413), (2, 0.022349332), (3, 0.023294836), (4, 0.02222624)]"
50823,1.0,0.7316,"[(0, 0.06694322), (1, 0.7316474), (2, 0.06736838), (3, 0.06709631), (4, 0.06694472)]"
50824,1.0,0.9615,"[(1, 0.9614959)]"
50825,1.0,0.8575,"[(1, 0.8575129), (4, 0.12279323)]"
50826,4.0,0.7179,"[(0, 0.07029835), (1, 0.07108144), (2, 0.07177395), (3, 0.06890035), (4, 0.71794593)]"
50827,3.0,0.9102,"[(0, 0.02242972), (1, 0.022558691), (2, 0.02228987), (3, 0.9101999), (4, 0.022521844)]"
50828,1.0,0.7302,"[(0, 0.013644521), (1, 0.73022705), (2, 0.013620402), (3, 0.013827827), (4, 0.22868021)]"
50829,1.0,0.7602,"[(0, 0.011986787), (1, 0.76021683), (2, 0.0121872565), (3, 0.011979316), (4, 0.20362985)]"
50830,1.0,0.7384,"[(1, 0.73836696), (3, 0.23399395)]"
50831,3.0,0.848,"[(0, 0.017102025), (1, 0.017256418), (2, 0.016898366), (3, 0.84802455), (4, 0.100718625)]"
50832,1.0,0.834,"[(0, 0.0147874905), (1, 0.8339638), (2, 0.12207006), (3, 0.014735104), (4, 0.014443542)]"
50833,1.0,0.7968,"[(0, 0.015654145), (1, 0.7967795), (2, 0.015480498), (3, 0.015727447), (4, 0.15635845)]"
50834,3.0,0.7415,"[(0, 0.19167483), (1, 0.022346033), (2, 0.02225661), (3, 0.7414986), (4, 0.022223923)]"
50835,1.0,0.9102,"[(0, 0.022442916), (1, 0.9101517), (2, 0.022371978), (3, 0.022761181), (4, 0.022272171)]"
50836,3.0,0.4728,"[(0, 0.020292895), (1, 0.020817794), (2, 0.4659458), (3, 0.4728292), (4, 0.020114295)]"
50837,1.0,0.971,"[(1, 0.9709565)]"
50838,1.0,0.7004,"[(0, 0.029408904), (1, 0.70036185), (2, 0.028849576), (3, 0.028967027), (4, 0.21241263)]"
50839,1.0,0.8464,"[(1, 0.8464483), (3, 0.14384238)]"
50840,1.0,0.8383,"[(0, 0.04029874), (1, 0.83834475), (2, 0.040397905), (3, 0.040879514), (4, 0.04007913)]"
50841,3.0,0.5443,"[(1, 0.445242), (3, 0.54425067)]"
50842,1.0,0.3457,"[(0, 0.028930334), (1, 0.34566045), (2, 0.029022332), (3, 0.3391225), (4, 0.25726435)]"
50843,1.0,0.6388,"[(0, 0.016898612), (1, 0.63879734), (2, 0.13687606), (3, 0.19075273), (4, 0.016675198)]"
50844,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
50845,0.0,0.797,"[(0, 0.7969806), (1, 0.051698163), (2, 0.050284915), (3, 0.051031534), (4, 0.050004803)]"
50846,1.0,0.9371,"[(0, 0.015692163), (1, 0.93712264), (2, 0.015590008), (3, 0.015756011), (4, 0.015839215)]"
50847,1.0,0.9327,"[(0, 0.016912049), (1, 0.9326639), (2, 0.016805435), (3, 0.016935473), (4, 0.01668315)]"
50848,1.0,0.9091,"[(0, 0.02239206), (1, 0.90914726), (2, 0.022651732), (3, 0.022671882), (4, 0.023137005)]"
50849,1.0,0.483,"[(0, 0.013539596), (1, 0.48295593), (2, 0.013471733), (3, 0.47666404), (4, 0.013368725)]"
50850,1.0,0.8983,"[(0, 0.025448592), (1, 0.89826953), (2, 0.02563649), (3, 0.025544427), (4, 0.025100999)]"
50851,1.0,0.7323,"[(0, 0.06721923), (1, 0.7322535), (2, 0.06698935), (3, 0.066830985), (4, 0.06670699)]"
50852,1.0,0.9738,"[(1, 0.97382987)]"
50853,1.0,0.6123,"[(0, 0.06982459), (1, 0.612345), (3, 0.30982265)]"
50854,1.0,0.7856,"[(0, 0.13844608), (1, 0.7856411), (2, 0.025054513), (3, 0.025765304), (4, 0.025093023)]"
50855,3.0,0.8362,"[(0, 0.040824633), (1, 0.041464146), (2, 0.041479405), (3, 0.83622456), (4, 0.040007282)]"
50856,1.0,0.9735,"[(1, 0.9735125)]"
50857,1.0,0.5525,"[(0, 0.013538084), (1, 0.5525285), (2, 0.013434262), (3, 0.40712562), (4, 0.013373574)]"
50858,1.0,0.8962,"[(0, 0.026997726), (1, 0.8961618), (2, 0.02534245), (3, 0.026078615), (4, 0.02541944)]"
50859,1.0,0.919,"[(0, 0.020084232), (1, 0.91901666), (2, 0.020337444), (3, 0.020311246), (4, 0.020250473)]"
50860,1.0,0.7501,"[(1, 0.75006914), (3, 0.23549722)]"
50861,1.0,0.9593,"[(0, 0.010155761), (1, 0.9592551), (2, 0.010106296), (3, 0.010362658), (4, 0.010120114)]"
50862,1.0,0.932,"[(0, 0.016889295), (1, 0.9319896), (2, 0.0170539), (3, 0.017344726), (4, 0.016722446)]"
50863,1.0,0.9661,"[(1, 0.96610814)]"
50864,1.0,0.6242,"[(1, 0.6241685), (3, 0.35419816)]"
50865,1.0,0.989,"[(1, 0.9890308)]"
50866,1.0,0.7259,"[(0, 0.06964353), (1, 0.7259186), (2, 0.06947408), (3, 0.06826446), (4, 0.06669935)]"
50867,1.0,0.972,"[(1, 0.9720043)]"
50868,1.0,0.538,"[(1, 0.537978), (3, 0.43744886)]"
50869,1.0,0.733,"[(0, 0.066935435), (1, 0.73298055), (2, 0.06672923), (3, 0.06667203), (4, 0.066682726)]"
50870,1.0,0.9266,"[(0, 0.018373705), (1, 0.9265844), (2, 0.018403774), (3, 0.018371776), (4, 0.018266305)]"
50871,4.0,0.5988,"[(0, 0.100002766), (1, 0.100644775), (2, 0.10000501), (3, 0.10052553), (4, 0.59882194)]"
50872,1.0,0.715,"[(0, 0.016098285), (1, 0.7149827), (2, 0.23735507), (3, 0.016070208), (4, 0.015493755)]"
50873,1.0,0.6909,"[(1, 0.6909018), (3, 0.30129272)]"
50874,1.0,0.9416,"[(0, 0.014532406), (1, 0.9416026), (2, 0.014665835), (3, 0.014782378), (4, 0.0144168)]"
50875,1.0,0.9487,"[(0, 0.012682265), (1, 0.94870585), (2, 0.012738708), (3, 0.012922431), (4, 0.012950765)]"
50876,0.0,0.5666,"[(0, 0.5665947), (1, 0.39450377), (2, 0.012824839), (3, 0.012962921), (4, 0.013113756)]"
50877,1.0,0.946,"[(0, 0.013383853), (1, 0.946005), (2, 0.013489101), (3, 0.013708087), (4, 0.013413993)]"
50878,1.0,0.9179,"[(1, 0.9179207), (3, 0.058652423)]"
50879,1.0,0.9321,"[(0, 0.017070375), (1, 0.93206304), (2, 0.017171664), (3, 0.016911767), (4, 0.016783176)]"
50880,3.0,0.8974,"[(0, 0.025439821), (1, 0.026351556), (2, 0.025683453), (3, 0.8974051), (4, 0.02512011)]"
50881,1.0,0.8966,"[(0, 0.027106063), (1, 0.8965665), (2, 0.025057338), (3, 0.026185555), (4, 0.025084514)]"
50882,1.0,0.899,"[(0, 0.025166847), (1, 0.89898145), (2, 0.025277378), (3, 0.025320798), (4, 0.025253532)]"
50883,1.0,0.9266,"[(0, 0.018381821), (1, 0.9266027), (2, 0.018333942), (3, 0.018491222), (4, 0.018190306)]"
50884,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
50885,1.0,0.984,"[(1, 0.98402864)]"
50886,1.0,0.9929,"[(1, 0.9929309)]"
50887,1.0,0.717,"[(1, 0.7169916), (3, 0.25542286)]"
50888,2.0,0.4315,"[(0, 0.012145244), (1, 0.39891413), (2, 0.43147504), (3, 0.012168082), (4, 0.14529747)]"
50889,1.0,0.9614,"[(1, 0.96138626)]"
50890,3.0,0.6033,"[(1, 0.2731909), (2, 0.10588501), (3, 0.6033076)]"
50891,1.0,0.99,"[(1, 0.9900307)]"
50892,2.0,0.6549,"[(0, 0.29412773), (1, 0.017079609), (2, 0.65485644), (3, 0.017182862), (4, 0.016753318)]"
50893,0.0,0.5916,"[(0, 0.5916292), (1, 0.35250008), (2, 0.018637156), (3, 0.018370805), (4, 0.018862719)]"
50894,1.0,0.9647,"[(1, 0.9647185)]"
50895,1.0,0.7982,"[(0, 0.05007984), (1, 0.79817754), (2, 0.050607722), (3, 0.051113874), (4, 0.050020937)]"
50896,1.0,0.9698,"[(1, 0.9697841)]"
50897,1.0,0.9846,"[(1, 0.98455936)]"
50898,1.0,0.9267,"[(0, 0.018275594), (1, 0.92671466), (2, 0.018298674), (3, 0.018516256), (4, 0.018194865)]"
50899,1.0,0.9831,"[(1, 0.9831086)]"
50900,0.0,0.8617,"[(0, 0.8616784), (1, 0.03493436), (2, 0.034531046), (3, 0.03430887), (4, 0.034547325)]"
50901,3.0,0.3329,"[(0, 0.015537883), (1, 0.26789618), (2, 0.21394299), (3, 0.33293653), (4, 0.16968645)]"
50902,1.0,0.918,"[(0, 0.020497356), (1, 0.9180321), (2, 0.020415263), (3, 0.020444853), (4, 0.020610413)]"
50903,1.0,0.9545,"[(0, 0.011384697), (1, 0.9544934), (2, 0.011270943), (3, 0.011447216), (4, 0.011403776)]"
50904,3.0,0.5833,"[(0, 0.01669049), (1, 0.36617243), (2, 0.016845426), (3, 0.58333176), (4, 0.016959868)]"
50905,1.0,0.6482,"[(0, 0.018764151), (1, 0.6481838), (2, 0.018376572), (3, 0.018600186), (4, 0.29607528)]"
50906,1.0,0.9191,"[(0, 0.020274058), (1, 0.9190812), (2, 0.020240583), (3, 0.020311985), (4, 0.020092165)]"
50907,1.0,0.6112,"[(1, 0.6111651), (3, 0.38238776)]"
50908,1.0,0.8178,"[(0, 0.010762759), (1, 0.8177774), (2, 0.010763987), (3, 0.15011582), (4, 0.010580046)]"
50909,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
50910,1.0,0.9362,"[(0, 0.015599225), (1, 0.93623304), (2, 0.015804078), (3, 0.01659912), (4, 0.015764488)]"
50911,3.0,0.7977,"[(0, 0.013807433), (1, 0.1612968), (2, 0.013604921), (3, 0.79772943), (4, 0.013561412)]"
50912,1.0,0.976,"[(1, 0.9760457)]"
50913,1.0,0.9088,"[(0, 0.02263517), (1, 0.90884113), (2, 0.022425074), (3, 0.023676522), (4, 0.022422127)]"
50914,1.0,0.9322,"[(1, 0.9321522), (3, 0.052011088)]"
50915,1.0,0.8547,"[(0, 0.09957632), (1, 0.85466707), (4, 0.031159831)]"
50916,3.0,0.493,"[(0, 0.02256965), (1, 0.4396682), (2, 0.022484355), (3, 0.49301296), (4, 0.022264834)]"
50917,1.0,0.7301,"[(0, 0.06769345), (1, 0.7301374), (2, 0.06781697), (3, 0.06737798), (4, 0.06697417)]"
50918,1.0,0.8361,"[(0, 0.04126943), (1, 0.8360613), (2, 0.04059839), (3, 0.04194402), (4, 0.04012686)]"
50919,3.0,0.8975,"[(0, 0.025903631), (1, 0.02613919), (2, 0.02538918), (3, 0.8974674), (4, 0.025100635)]"
50920,3.0,0.5449,"[(0, 0.025394766), (1, 0.37944174), (2, 0.025026767), (3, 0.5449117), (4, 0.025225062)]"
50921,1.0,0.9707,"[(1, 0.97068375)]"
50922,1.0,0.7987,"[(0, 0.05062754), (1, 0.7987105), (2, 0.05012167), (3, 0.050278734), (4, 0.050261516)]"
50923,3.0,0.8229,"[(0, 0.020316761), (1, 0.02037096), (2, 0.020049835), (3, 0.82292324), (4, 0.11633919)]"
50924,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
50925,1.0,0.8387,"[(0, 0.040533844), (1, 0.8386636), (2, 0.040227264), (3, 0.040570866), (4, 0.040004503)]"
50926,0.0,0.6832,"[(0, 0.6832151), (1, 0.29100522)]"
50927,1.0,0.6073,"[(1, 0.6072728), (3, 0.37855172)]"
50928,3.0,0.9188,"[(0, 0.020273944), (1, 0.02023973), (2, 0.020369237), (3, 0.91883326), (4, 0.020283801)]"
50929,1.0,0.7316,"[(0, 0.06683224), (1, 0.7316342), (2, 0.06816882), (3, 0.06667681), (4, 0.06668796)]"
50930,1.0,0.9647,"[(1, 0.9646945)]"
50931,1.0,0.5706,"[(0, 0.03414706), (1, 0.5705646), (2, 0.034046926), (3, 0.033721585), (4, 0.3275198)]"
50932,1.0,0.9453,"[(0, 0.013789565), (1, 0.9453438), (2, 0.013519405), (3, 0.013594076), (4, 0.013753166)]"
50933,1.0,0.6171,"[(0, 0.33531982), (1, 0.6170645), (2, 0.015886465), (3, 0.015709955), (4, 0.016019283)]"
50934,1.0,0.9089,"[(0, 0.023050947), (1, 0.9089279), (2, 0.022536084), (3, 0.022620495), (4, 0.022864543)]"
50935,1.0,0.8192,"[(1, 0.81917465), (2, 0.1543349)]"
50936,1.0,0.9568,"[(0, 0.0106379315), (1, 0.9568016), (2, 0.010647262), (3, 0.011094798), (4, 0.010818422)]"
50937,1.0,0.8732,"[(1, 0.87323344), (3, 0.102383405)]"
50938,4.0,0.8383,"[(0, 0.04045686), (1, 0.040906176), (2, 0.040002316), (3, 0.040359747), (4, 0.83827496)]"
50939,1.0,0.9452,"[(0, 0.013444315), (1, 0.9452358), (2, 0.013440128), (3, 0.013987187), (4, 0.01389262)]"
50940,1.0,0.9328,"[(0, 0.016736712), (1, 0.9328361), (2, 0.016925972), (3, 0.016831385), (4, 0.0166698)]"
50941,1.0,0.711,"[(0, 0.020238481), (1, 0.7109778), (2, 0.22802027), (3, 0.020350995), (4, 0.020412456)]"
50942,1.0,0.4188,"[(0, 0.17016521), (1, 0.41880152), (2, 0.014690009), (3, 0.38193503), (4, 0.014408239)]"
50943,1.0,0.9592,"[(0, 0.010231917), (1, 0.95916384), (2, 0.010113934), (3, 0.010421431), (4, 0.010068865)]"
50944,1.0,0.9326,"[(0, 0.016824054), (1, 0.9326056), (2, 0.016774831), (3, 0.017041089), (4, 0.016754394)]"
50945,1.0,0.8985,"[(0, 0.025241304), (1, 0.89853126), (2, 0.025423244), (3, 0.025355965), (4, 0.025448255)]"
50946,1.0,0.7955,"[(1, 0.79548246), (2, 0.05892829), (3, 0.13882905)]"
50947,1.0,0.9321,"[(0, 0.016813578), (1, 0.9321367), (2, 0.017062591), (3, 0.016935792), (4, 0.017051356)]"
50948,1.0,0.6317,"[(0, 0.016946282), (1, 0.63169336), (2, 0.016817419), (3, 0.31768176), (4, 0.016861157)]"
50949,1.0,0.4973,"[(0, 0.15262899), (1, 0.4972782), (2, 0.0134496465), (3, 0.013724735), (4, 0.32291844)]"
50950,1.0,0.982,"[(1, 0.98197895)]"
50951,1.0,0.9489,"[(0, 0.012785611), (1, 0.9489465), (2, 0.012622155), (3, 0.0129315285), (4, 0.0127142435)]"
50952,1.0,0.9686,"[(1, 0.9685906)]"
50953,1.0,0.9614,"[(1, 0.9613618)]"
50954,1.0,0.9041,"[(1, 0.90410167), (3, 0.093147)]"
50955,2.0,0.5995,"[(0, 0.100083336), (1, 0.10011563), (2, 0.5995326), (3, 0.100000605), (4, 0.10026782)]"
50956,1.0,0.9404,"[(0, 0.049074028), (1, 0.940368)]"
50957,1.0,0.7817,"[(0, 0.01025368), (1, 0.7817005), (2, 0.010050299), (3, 0.18795805), (4, 0.010037447)]"
50958,1.0,0.8846,"[(0, 0.028662529), (1, 0.88463426), (2, 0.02871005), (3, 0.029182676), (4, 0.028810441)]"
50959,1.0,0.6732,"[(0, 0.31925327), (1, 0.67324495)]"
50960,1.0,0.8965,"[(0, 0.02630609), (1, 0.89648914), (2, 0.02529682), (3, 0.025610184), (4, 0.026297757)]"
50961,1.0,0.8277,"[(0, 0.010803821), (1, 0.8276907), (2, 0.010874107), (3, 0.079001434), (4, 0.07162993)]"
50962,1.0,0.6671,"[(1, 0.66713065), (3, 0.3234971)]"
50963,1.0,0.937,"[(0, 0.015466361), (1, 0.93702817), (2, 0.015594841), (3, 0.015799142), (4, 0.016111491)]"
50964,1.0,0.8989,"[(0, 0.025245052), (1, 0.89893824), (2, 0.02539147), (3, 0.025288478), (4, 0.025136799)]"
50965,1.0,0.8656,"[(0, 0.03366563), (1, 0.8655848), (2, 0.033746142), (3, 0.033555765), (4, 0.033447664)]"
50966,1.0,0.553,"[(1, 0.55300367), (3, 0.4327503)]"
50967,1.0,0.9916,"[(1, 0.9916195)]"
50968,1.0,0.6809,"[(0, 0.01723743), (1, 0.6808843), (2, 0.017173102), (3, 0.2673901), (4, 0.01731511)]"
50969,1.0,0.5857,"[(0, 0.034242805), (1, 0.5857231), (2, 0.034712553), (3, 0.31071842), (4, 0.034603115)]"
50970,1.0,0.7643,"[(1, 0.7643206), (3, 0.17292142), (4, 0.054738633)]"
50971,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
50972,1.0,0.8632,"[(0, 0.03361656), (1, 0.86316746), (2, 0.03364059), (3, 0.033950824), (4, 0.035624575)]"
50973,1.0,0.9492,"[(0, 0.012764414), (1, 0.94923496), (2, 0.012724896), (3, 0.012555585), (4, 0.012720165)]"
50974,1.0,0.9084,"[(0, 0.010681487), (1, 0.90842307), (2, 0.010651208), (3, 0.059566066), (4, 0.01067819)]"
50975,1.0,0.9247,"[(0, 0.018730266), (1, 0.924737), (2, 0.018731343), (3, 0.01873536), (4, 0.019066073)]"
50976,1.0,0.981,"[(1, 0.9809963)]"
50977,1.0,0.9253,"[(0, 0.01848081), (1, 0.9252991), (2, 0.018462772), (3, 0.018354928), (4, 0.019402388)]"
50978,1.0,0.9373,"[(0, 0.01569631), (1, 0.9373492), (2, 0.01542214), (3, 0.015664967), (4, 0.015867395)]"
50979,1.0,0.8384,"[(0, 0.040189214), (1, 0.8384121), (2, 0.040456194), (3, 0.040458817), (4, 0.040483706)]"
50980,4.0,0.493,"[(0, 0.0405555), (1, 0.041478477), (2, 0.04116279), (3, 0.38384336), (4, 0.4929599)]"
50981,1.0,0.9373,"[(0, 0.0157631), (1, 0.9373372), (2, 0.0155487005), (3, 0.015899546), (4, 0.015451421)]"
50982,1.0,0.8379,"[(0, 0.040363695), (1, 0.83788264), (2, 0.040713374), (3, 0.040659346), (4, 0.040380925)]"
50983,1.0,0.9371,"[(0, 0.015745522), (1, 0.9370665), (2, 0.015823493), (3, 0.015693855), (4, 0.015670588)]"
50984,3.0,0.7972,"[(0, 0.05263371), (1, 0.050188977), (2, 0.050002903), (3, 0.79715043), (4, 0.050023895)]"
50985,1.0,0.9262,"[(0, 0.018586757), (1, 0.9261578), (2, 0.018440692), (3, 0.018599046), (4, 0.018215714)]"
50986,1.0,0.5636,"[(0, 0.012026824), (1, 0.56362355), (2, 0.0119279325), (3, 0.40058553), (4, 0.011836117)]"
50987,1.0,0.9264,"[(0, 0.018260196), (1, 0.9264033), (2, 0.01830359), (3, 0.018638168), (4, 0.018394765)]"
50988,1.0,0.9738,"[(1, 0.9737701)]"
50989,2.0,0.835,"[(0, 0.041173376), (1, 0.041099466), (2, 0.8349923), (3, 0.042041946), (4, 0.04069285)]"
50990,1.0,0.9687,"[(1, 0.9687323)]"
50991,1.0,0.7871,"[(0, 0.015566961), (1, 0.7871072), (2, 0.015570881), (3, 0.16625716), (4, 0.015497759)]"
50992,3.0,0.4982,"[(0, 0.025956376), (1, 0.42544678), (2, 0.025312433), (3, 0.49817038), (4, 0.025114078)]"
50993,1.0,0.6305,"[(1, 0.63051665), (3, 0.28231102), (4, 0.07690664)]"
50994,1.0,0.9739,"[(1, 0.9738911)]"
50995,1.0,0.9781,"[(1, 0.9780563)]"
50996,1.0,0.484,"[(0, 0.01831818), (1, 0.4840256), (2, 0.018898133), (3, 0.46051496), (4, 0.018243138)]"
50997,1.0,0.7197,"[(0, 0.015528954), (1, 0.7197047), (2, 0.015543655), (3, 0.23359972), (4, 0.015622979)]"
50998,1.0,0.976,"[(1, 0.97598124)]"
50999,1.0,0.9455,"[(0, 0.013491917), (1, 0.94553214), (2, 0.013609773), (3, 0.013637412), (4, 0.013728735)]"
51000,1.0,0.6759,"[(0, 0.109675996), (1, 0.67593974), (3, 0.20804894)]"
51001,1.0,0.9084,"[(1, 0.908414), (4, 0.06882888)]"
51002,1.0,0.8832,"[(0, 0.028876651), (1, 0.8832239), (2, 0.028581884), (3, 0.030597622), (4, 0.028719962)]"
